,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
11267,2017102644757,7-Oct-17,6/15/2017 0:00,ORD,Airport,Emirates,Passenger Property Loss,Checkpoint,Computer & Accessories,-,In Review
11270,2017102444645,7-Oct-17,9/30/2017 0:00,ORD,Airport,Lufthansa,Passenger Property Loss,Checked Baggage,Medical/Science,-,*Insufficient
11273,2017100443977,7-Sep-17,8/19/2017 0:00,ORD,Airport,Finnair,Passenger Property Loss,Checked Baggage,Home Decor,-,In Review
11276,2017101044141,7-Sep-17,8/17/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11279,2017092043272,8-Aug-17,7/19/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11282,2017041238505,8-Feb-17,1/15/2017 9:00,ORD,Airport,Delta Air Lines,Property Damage,Checked Baggage,Home Decor,-,In Review
11285,2017062841047,8-Jun-17,5/26/2017 0:00,ORD,Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11288,2017071841644,8-Jun-17,5/26/2017 0:00,ORD,Airport,Qatar airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,-,In Review
11291,2017051039397,8-Mar-17,1/1/2017 0:00,ORD,Airport,American Airlines,Passenger Property Loss,Checked Baggage,Currency,$0.00,Deny
11294,2017051939764,8-May-17,5/6/2017 6:25,ORD,Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
11297,2017053140067,8-May-17,5/4/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
11300,2017061440621,8-May-17,4/28/2017 0:00,ORD,Airport,-,Passenger Property Loss,Checked Baggage,Other,-,*Insufficient
11303,2017112245350,8-Nov-17,9/21/2017 15:25,ORD,Airport,UAL,Property Damage,Checkpoint,-,-,In Review
11306,2017113045648,8-Nov-17,10/5/2017 7:00,ORD,Airport,-,Property Damage,Checkpoint,-,-,In Review
11309,2017102644702,8-Oct-17,8/14/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Other,-,*Insufficient
11312,2017041138480,9-Feb-17,1/15/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,In Review
11315,2017081742294,9-Jul-17,6/8/2017 0:00,ORD,Airport,Scandinavian Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11318,2017092043240,10-Aug-17,7/22/2017 8:30,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,In Review
11321,2017022237664,10-Jan-17,1/4/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
11324,2017081742307,10-Jul-17,7/4/2017 0:00,ORD,Airport,Korean Airlines,Property Damage,Checked Baggage,Cameras,-,In Review
11327,2017081842342,10-Jul-17,7/3/2017 0:00,ORD,Airport,Iberia Airlines,Property Damage,Checked Baggage,-,-,In Review
11330,2017101044157,10-Oct-17,7/25/2017 0:00,ORD,Airport,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
11333,2017103144934,10-Oct-17,8/14/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,-,-,*Insufficient
11336,2017091543175,11-Aug-17,7/17/2017 0:00,ORD,Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,-,In Review
11339,2017092543523,11-Aug-17,7/17/2017 0:00,ORD,Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,-,In Review
11342,2017021737628,11-Jan-17,1/2/2017 0:00,ORD,Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$90.95,Approve in Full
11345,2017060240137,11-May-17,4/25/2017 0:00,ORD,Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
11348,2017101144202,11-Sep-17,8/31/2017 18:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
11351,2017071241398,12-Jul-17,5/22/2017 14:30,ORD,Airport,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,-,In Review
11354,2017082342389,12-Jul-17,6/13/2017 20:00,ORD,Airport,UAL,Property Damage,Checked Baggage,"Baggage/Cases/Purses; Books, Magazines & Other; Cosmetics & Grooming",-,In Review
11357,2017071341493,12-Jun-17,5/27/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Clothing,-,In Review
11360,2017072041721,12-Jun-17,6/4/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11363,2017051239487,12-May-17,4/29/2017 0:00,ORD,Airport,Qatar airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
11366,2017060440154,12-May-17,4/27/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Clothing,$130.00,Approve in Full
11369,2017110745024,12-Oct-17,9/26/2017 0:00,ORD,Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing; Office Equipment & Supplies,-,In Review
11372,2017100443999,12-Sep-17,8/16/2017 0:00,ORD,Airport,British Airways,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
11375,2017071341550,13-Jul-17,5/28/2017 0:00,ORD,Airport,Qantas Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,*Insufficient
11378,2017071341556,13-Jul-17,4/24/2017 0:00,ORD,Airport,British Airways,Passenger Property Loss,Checked Baggage,-,-,*Insufficient
11381,2017050339194,13-Mar-17,3/9/2017 17:00,ORD,Airport,Qatar Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00,Deny
11384,2017061540699,13-May-17,5/4/2017 0:00,ORD,Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,-,In Review
11387,2017122146190,13-Nov-17,10/22/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,-,In Review
11390,2017112945590,13-Nov-17,11/4/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Personal Electronics,-,*Insufficient
11393,2017092043327,13-Sep-17,6/15/2017 0:00,ORD,Airport,Delta Air Lines,Property Damage,Checkpoint,Cameras,-,In Review
11396,2017100444018,13-Sep-17,8/27/2017 13:10,ORD,Airport,UAL,Property Damage,Checkpoint,Home Decor,-,In Review
11399,2017092743568,14-Aug-17,7/20/2017 0:00,ORD,Airport,Qatar airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
11402,2018010946607,14-Dec-17,12/7/2017 11:40,ORD,Airport,UAL,Property Damage,Checked Baggage,Clothing,-,In Review
11405,2017082342411,14-Jul-17,7/7/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11408,2017072541790,14-Jun-17,5/12/2017 4:50,ORD,Airport,Spirit Airlines,Missed Flight,Checkpoint,Incidentals,-,In Review
11411,2017041338567,14-Mar-17,3/3/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
11414,2017050839274,14-Mar-17,3/1/2017 17:30,ORD,Airport,Air Canada,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
11417,2017050939316,14-Mar-17,2/24/2017 10:00,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Clothing; Jewelry & Watches,-,In Review
11420,2017121245879,14-Nov-17,11/5/2017 0:00,ORD,Airport,Qatar airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics,-,In Review
11423,2017100544101,14-Sep-17,9/10/2017 19:18,ORD,Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
11426,2017081542208,15-Aug-17,7/14/2017 0:00,ORD,Airport,American Airlines,Property Damage/Personal Injury,Checked Baggage,Computer & Accessories,$0.00,Deny
11429,2017060840354,15-May-17,5/2/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11432,2017120145693,15-Nov-17,11/13/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Clothing,-,*Insufficient
11435,2017041438585,16-Feb-17,2/1/2017 7:00,ORD,Airport,UAL,Property Damage,Checkpoint,Clothing,$17.00,Approve in Full
11438,2017042038722,16-Feb-17,1/23/2017 8:00,ORD,Airport,American Airlines,Property Damage,Checkpoint,Personal Accessories,$97.78,Approve in Full
11441,2017042438847,16-Feb-17,1/7/2017 22:45,ORD,Airport,-,Passenger Property Loss,Checked Baggage,Clothing,$179.00,Approve in Full
11444,2017062741009,16-Jun-17,6/15/2017 0:00,ORD,Airport,-,Property Damage,Checkpoint,-,-,In Review
11447,2017061540697,16-May-17,5/7/2017 0:00,ORD,Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Food & Drink,-,In Review
11450,2017061540716,16-May-17,5/3/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11453,2017051839724,16-May-17,5/11/2017 0:00,ORD,Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
11456,2017103144863,16-Oct-17,10/12/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
11459,2017103144918,16-Oct-17,10/2/2017 0:00,ORD,Airport,American Airlines,Passenger Property Loss,-,-,-,Closed: Canceled
11462,2017082542491,17-Aug-17,8/7/2017 16:00,ORD,Airport,Qatar airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
11465,2017092743562,17-Aug-17,8/9/2017 0:00,ORD,Airport,Not Provided,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Clothing,-,In Review
11468,2017092843715,17-Aug-17,7/20/2017 15:00,ORD,Airport,UAL,Property Damage,Checkpoint,-,-,In Review
11471,2017092943762,17-Aug-17,7/28/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Hunting & Fishing Items,-,In Review
11474,2017030637843,17-Jan-17,1/7/2017 0:00,ORD,Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Computer & Accessories,$0.00,Deny
11477,2017032238131,17-Jan-17,1/10/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Travel Accessories,$15.34,Settle
11480,2017061340504,17-May-17,5/16/2017 19:45,ORD,Airport,UAL,Complaint,Checkpoint,-,-,*Insufficient
11483,2017121245920,17-Nov-17,11/4/2017 19:10,ORD,Airport,UAL,Passenger Theft,Checkpoint,-,-,In Review
11486,2017102344623,17-Oct-17,9/1/2017 22:30,ORD,Airport,UAL,Property Damage,Checked Baggage,Travel Accessories,-,In Review
11489,2017060140126,18-Apr-17,4/13/2017 15:30,ORD,Airport,American Airlines,Property Damage,Checkpoint,Audio/Video,-,In Review
11492,2017060840369,18-Apr-17,4/1/2017 15:15,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Food & Drink,-,In Review
11495,2017081842335,18-Aug-17,6/25/2017 5:25,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Clothing; Jewelry & Watches,-,In Review
11498,2017092843646,18-Aug-17,7/7/2017 10:00,ORD,Airport,American Airlines,Property Damage,Checkpoint,Personal Accessories,-,In Review
11501,2017092843664,18-Aug-17,7/29/2017 17:30,ORD,Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
11504,2018011046733,18-Dec-17,12/14/2017 9:30,ORD,Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,-,In Review
11507,2018011246778,18-Dec-17,12/2/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing; Clothing,-,In Review
11510,2017030237815,18-Jan-17,1/14/2017 20:00,ORD,Airport,Turkish Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories; Jewelry & Watches,-,In Review
11513,2017051839674,18-May-17,3/27/2017 0:00,ORD,Airport,American Airlines,Passenger Property Loss,-,Personal Accessories,-,In Review
11516,2017112445373,18-Oct-17,10/15/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
11519,2017101844532,18-Oct-17,9/14/2017 0:00,ORD,Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Clothing,-,*Insufficient
11522,2018011246786,19-Dec-17,12/6/2017 17:05,ORD,Airport,British Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
11525,2017041938709,19-Feb-17,1/8/2017 0:00,ORD,Airport,Aer Lingus,Property Damage,Checkpoint,Personal Electronics,-,In Review
11528,2017090142729,19-Jul-17,4/7/2017 0:00,ORD,Airport,-,Passenger Property Loss,Motor Vehicle,Other,-,In Review
11531,2017073141977,19-Jun-17,6/9/2017 0:00,ORD,Airport,Swiss Air,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses,-,In Review
11534,2017061940767,19-Jun-17,6/19/2017 0:00,ORD,Airport,Lufthansa,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
11537,2017072741904,19-Jun-17,6/8/2017 0:00,ORD,Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,-,*Insufficient
11540,2017111445127,19-Oct-17,10/5/2017 12:00,ORD,Airport,Air Canada,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11543,2017060640241,20-Apr-17,4/14/2017 15:20,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Automobile Parts & Accessories,-,In Review
11546,2018011146744,20-Dec-17,12/15/2017 19:00,ORD,Airport,Royal Jordanian Airline,Passenger Property Loss,Checked Baggage,-,-,In Review
11549,2018011046730,20-Dec-17,12/19/2017 18:30,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Computer & Accessories,-,*Insufficient
11552,2017062340982,20-Jun-17,5/27/2017 0:00,ORD,Airport,Qatar airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Currency; Personal Electronics,-,In Review
11555,2017052239827,20-Mar-17,3/18/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Home Decor,$24.00,Approve in Full
11558,2017120545724,20-Nov-17,10/28/2017 16:30,ORD,Airport,UAL,Property Damage,Checkpoint,Toys & Games,-,In Review
11561,2017120545726,20-Nov-17,10/21/2017 12:30,ORD,Airport,China Eastern Airlines,Property Damage,Checkpoint,Personal Electronics,-,In Review
11564,2017121245876,20-Nov-17,11/13/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Other,-,In Review
11567,2017122046144,20-Nov-17,10/6/2017 16:00,ORD,Airport,UAL,Property Damage,Checkpoint,Personal Electronics,-,In Review
11570,2017111945248,20-Oct-17,10/15/2017 16:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Currency,-,In Review
11573,2017101644375,20-Sep-17,9/10/2017 9:50,ORD,Airport,UAL,Property Damage,Checkpoint,Medical/Science,-,In Review
11576,2017092743622,21-Aug-17,8/11/2017 22:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
11579,2017042538891,21-Feb-17,2/10/2017 15:30,ORD,Airport,-,Property Damage,Checkpoint,Clothing,$13.00,Approve in Full
11582,2017090142661,21-Jul-17,6/22/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checkpoint,Clothing,-,In Review
11585,2017090642753,21-Jul-17,7/18/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,In Review
11588,2017121946099,21-Nov-17,10/15/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11591,2017122246246,21-Nov-17,11/7/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,In Review
11594,2017122146191,21-Nov-17,11/17/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Currency,-,*Insufficient
11597,2017101844513,21-Sep-17,9/17/2017 18:40,ORD,Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
11600,2017092943828,22-Aug-17,2/9/2017 15:00,ORD,Airport,-,Property Damage,Checkpoint,Travel Accessories,-,In Review
11603,2017042638975,22-Feb-17,2/9/2017 16:02,ORD,Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,$344.44,Settle
11606,2017072741948,22-Jun-17,6/9/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
11609,2017052239836,22-May-17,4/24/2017 0:00,ORD,Airport,American Airlines,Passenger Property Loss,Checkpoint,Personal Accessories,$153.00,Settle
11612,2017122746313,22-Nov-17,11/20/2017 18:40,ORD,Airport,Qatar airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
11615,2017112845483,22-Nov-17,11/8/2017 22:30,ORD,Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
11618,2017102044599,22-Sep-17,8/24/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
11621,2017102044606,22-Sep-17,8/30/2017 0:00,ORD,Airport,Lufthansa,Property Damage,Checked Baggage,Home Decor,-,In Review
11624,2017100243895,23-Aug-17,7/13/2017 0:00,ORD,Airport,-,Passenger Property Loss,Checked Baggage,Other,-,In Review
11627,2017031037928,23-Jan-17,1/13/2017 12:00,ORD,Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Personal Accessories,-,In Review
11630,2017062240925,23-May-17,5/15/2017 0:00,ORD,Airport,Qatar airlines,Passenger Property Loss,Bus Station,Computer & Accessories,-,*Insufficient
11633,2017112545406,23-Oct-17,10/13/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checkpoint,Audio/Video,-,In Review
11636,2017112945573,23-Oct-17,9/27/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Computer & Accessories,-,In Review
11639,2017061440611,24-Apr-17,3/21/2017 11:27,ORD,Airport,UAL,Property Damage,Checked Baggage,Office Equipment & Supplies,-,In Review
11642,2017061440618,24-Apr-17,3/21/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Other,-,In Review
11645,2017092943876,24-Aug-17,8/9/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checkpoint,Medical/Science,-,In Review
11648,2017092543525,24-Aug-17,8/23/2017 0:00,ORD,Airport,Not Provided,Passenger Property Loss,Checkpoint,Computer & Accessories,-,*Insufficient
11651,2017041938698,24-Feb-17,1/30/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Household Items,$80.00,Approve in Full
11654,2017042638963,24-Feb-17,1/8/2017 12:15,ORD,Airport,Kuwait Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,*Insufficient
11657,2017051639568,24-Mar-17,3/11/2017 14:30,ORD,Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
11660,2017052439932,24-May-17,5/24/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11663,2017071141338,24-May-17,5/2/2017 0:00,ORD,Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,-,In Review
11666,2017102444639,24-Oct-17,9/29/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
11669,2017102444649,24-Oct-17,9/28/2017 6:16,ORD,Airport,UAL,Property Damage,Checkpoint,Baggage/Cases/Purses,-,In Review
11672,2017111745229,24-Oct-17,10/14/2017 11:00,ORD,Airport,Etihad Airways,Passenger Property Loss,Checked Baggage,Clothing; Food & Drink; Medical/Science,-,In Review
11675,2017060640203,25-Apr-17,2/1/2017 0:00,ORD,Airport,UAL,Property Damage,Checkpoint,Baggage/Cases/Purses,-,In Review
11678,2017092943830,25-Aug-17,7/16/2017 0:00,ORD,Airport,UAL,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
11681,2017101744396,25-Sep-17,6/23/2017 14:30,ORD,Airport,British Airways,Property Damage,Checked Baggage,Home Decor,-,In Review
11684,2017060140105,26-Apr-17,4/25/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Other,-,In Review
11687,2017061340570,26-Apr-17,4/15/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checkpoint,Clothing,-,In Review
11690,2018010546537,26-Dec-17,10/2/2017 15:15,ORD,Airport,American Airlines,Property Damage,Checkpoint,Personal Electronics,-,In Review
11693,2017090842802,26-Jul-17,6/28/2017 0:00,ORD,Airport,Qatar airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
11696,2017072141755,26-Jun-17,6/22/2017 0:00,ORD,Airport,UAL,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,In Review
11699,2017081042152,26-Jun-17,6/14/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
11702,2017081442183,26-Jun-17,5/30/2017 0:00,ORD,Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
